dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,24.024667,23.020720,24.484951,3.062475,-4.197157,0.000000,2.193381
0.020000,23.988830,23.069350,24.545361,2.978532,-4.197157,0.000000,2.218420
0.020000,23.952829,23.115752,24.604093,2.894589,-4.197157,-0.000000,2.242849
0.020000,23.916782,23.159972,24.661145,2.810646,-4.197157,0.000000,2.266610
0.020000,23.880800,23.202060,24.716518,2.726703,-4.197157,-0.000000,2.289651
0.020000,23.844994,23.242071,24.770213,2.642759,-4.197157,0.000000,2.311930
0.020000,23.809467,23.280063,24.822229,2.558816,-4.197157,0.000000,2.333415
0.020000,23.774319,23.316095,24.872566,2.474873,-4.197157,-0.000000,2.354081
0.020000,23.739646,23.350231,24.921224,2.390930,-4.197157,0.000000,2.373912
0.020000,23.705535,23.382533,24.968203,2.306987,-4.197157,0.000000,2.392897
0.020000,23.672071,23.413065,25.013503,2.223044,-4.197157,-0.000000,2.411032
0.020000,23.639331,23.441891,25.057125,2.139101,-4.197157,0.000000,2.428318
0.020000,23.607389,23.469072,25.099067,2.055157,-4.197157,0.000000,2.444761
0.020000,23.576310,23.494670,25.139331,1.971214,-4.197157,-0.000000,2.460369
0.020000,23.546159,23.518746,25.177916,1.887271,-4.197157,0.000000,2.475154
0.020000,23.516991,23.541357,25.214822,1.803328,-4.197157,-0.000000,2.489131
0.020000,23.488859,23.562559,25.250049,1.719385,-4.197157,0.000000,2.502315
0.020000,23.461812,23.582407,25.283597,1.635442,-4.197157,-0.000000,2.514724
0.020000,23.435893,23.600951,25.315467,1.551499,-4.197157,-0.000000,2.526376
0.020000,23.411144,23.618240,25.345657,1.467555,-4.197157,0.000000,2.537287
0.020000,23.387599,23.634320,25.374169,1.383612,-4.197157,-0.000000,2.547478
0.020000,23.365293,23.649234,25.401002,1.299669,-4.197157,0.000000,2.556966
0.020000,23.344256,23.663024,25.426156,1.215726,-4.197157,-0.000000,2.565768
0.020000,23.324515,23.675726,25.449631,1.131783,-4.197157,0.000000,2.573901
0.020000,23.306093,23.687377,25.471427,1.047840,-4.197157,-0.000000,2.581383
0.020000,23.289015,23.698008,25.491544,0.963897,-4.197157,0.000000,2.588227
0.020000,23.273298,23.707649,25.509983,0.879953,-4.197157,-0.000000,2.594448
0.020000,23.258961,23.716328,25.526742,0.796010,-4.197157,0.000000,2.600060
0.020000,23.246018,23.724069,25.541823,0.712067,-4.197157,0.000000,2.605075
0.020000,23.234484,23.730894,25.555225,0.628124,-4.197157,-0.000000,2.609503
0.020000,23.224370,23.736822,25.566948,0.544181,-4.197157,0.000000,2.613355
0.020000,23.215687,23.741870,25.576992,0.460238,-4.197157,0.000000,2.616639
0.020000,23.208442,23.746053,25.585358,0.376295,-4.197157,0.000000,2.619364
0.020000,23.202643,23.749382,25.592044,0.292351,-4.197157,-0.000000,2.621534
0.020000,23.198296,23.751867,25.597052,0.208408,-4.197157,0.000000,2.623154
0.020000,23.195404,23.753515,25.600380,0.124465,-4.197157,0.000000,2.624230
0.020000,23.193963,23.754334,25.602038,0.041247,-4.160919,1.811880,2.624764
0.020000,23.193604,23.754538,25.602450,0.000000,-2.062341,104.928926,2.624898
0.020000,23.193604,23.754538,25.602450,0.000000,0.000000,103.117046,2.624898
